Column1,Column2
"According to Android logic, we need to set dormantStatus as false whenever we get a server response.

public void onResponse(String response) {
                LOG.d(TAG, ""sendUserApiForAppLaunch(), onResponse(), "" + response);

                final HomePushLaunchApiResponse responseData;
                Gson gson = new GsonBuilder().create();
                try {
                    responseData = gson.fromJson(response, HomePushLaunchApiResponse.class);
                    RestrictionManager.getInstance().setState((responseData.restrictProcessing == RESTRICTION_PROCESS_NEEDED) ?
                        RestrictionState.RESTRICTED : RestrictionState.NONE);
                    saveRequestTime(System.currentTimeMillis());
                    //Set dormant status to start auto sync
                    ServerSyncControl.setDormantStatus(ContextHolder.getContext(), false);
                }",Logical
it is not needed to unwrapped after let x = y?,Logical
Please add javadoc comment which is in develop/5.17 branch.,Logical
Please remove unnecessary new line,Organization
"this function is same in two classes, making redundancy, could be merged into one function",Organization
"This is backend method, I have suggested to take this into one place. Changes will be submitted later by back end",Organization
"Instead of calling redundant remove observer method, it is better to add logic at the end of this method.

if self.suotaBinaryCopyStatus == false {
   // Remove observer
}",Organization
This label remains hidden always. You could delete the label.,Organization
move these constant to Constant class.,Organization
"please, move it to Store class.",Organization
It will be great if you keep those types code in store class.,Organization
remove this line save that value into  the device info dictionary,Organization
"Please give comment for this line (as like 10 MB.). It will be great if you write the number by below way. 
As like 1 hr to sec --> 1*60*60 sec.",Organization
OnDisconnect method already exists.,Organization
create separate method for  this check,Organization
"no need to store this value, we already keep this value into 

fileprivate var binaryInfoData: SGSuotaBinaryResourceData?

please that object for get binary size",Organization
remove unnecessary file with next CL,Organization
"Please do not use implicitly unwrapped optional.
please initialize uilabel with UILabel()",Organization
"Please create uilabel beforehand, not  in cell reload",Organization
What is the reason of keeping Key as localized string. I think key should be independent of language,Organization
You are using identical name for both method name and local variable.,Organization
"Patch Set 4:

(3 comments)

You should add log in every overridden method also.",Organization
"You could remove the objects from this array rather than creating a new instance.
This type of instruction makes overhead on collecting killed objects.",Organization
gradually remove the class and use SGGearCapabilityStore for new usage and new features.,Organization
We should insert log to every method to know whether it gets called or not whenever analysing log files.,Organization
An instance has been created already. It is better to remove all the elements here rather than creating a new instance.,Organization
We should insert log to every method to know whether it gets called or not whenever analysing log files.,Organization
An instance has been created already. It is better to remove all the elements here rather than creating a new instance.,Organization
We need to use isWearableSupportAdvanceSettingsFeature. Based on its capability we need to show menu.,Organization
"INVALID_ID is always same for all the objects of class SGWidgetData, that's why declared it here as a constant, but Now moved it to SGWidgetConstants class",Organization
"Remove print use AppLog()
THIS SHOULD BE WITH EXACT TAG
SGAppLog(""UI: HomeTab:  some thing"")",Organization
"Remove print use AppLog()
THIS SHOULD BE WITH EXACT TAG
SGAppLog(""UI: HomeTab:  some thing"")",Organization
ok I am making closure based function.,Organization
May be this is duplicate. please check.,Organization
Do this in a separate method and reuse.,Organization
Removing new lines will make the code clumsy. Please revert those changes,Organization
"This also an UI task so I think this also need to take into dispatchQueue.main.

and may be we need to check isShow loading or not if show then hide.",Organization
You can remove this line of code.,Organization
"use last parameter as default parameter 
so that you don't have to write anOther function",Organization
remove this from here to utility file. All tasing do there,Organization
All indentation should be corrected.,Organization
All indentation should be corrected.,Organization
All indentation should be corrected.,Organization
"Patch Set 2:

(2 comments)

I will suggest to make ""PI/dependencies/static-analyzer/checker-279/"" build agent dependent rather than making it project dependent. 
However, unless this is established we can maintain like this.",Organization
For Gear fit  required to sent time milisecond. NSDate().timeIntervalSince1970  generate second data,Organization
"please make a separate response handler function. 
it is very unreadable code. 
KISS: Keep It Simple and Stupid is good sometimes.",Organization
You can't access method from extension if it is private. So instead of private it is better to use fileprivate for util methods.,Organization
Network reachability Validation has been moved to didReceivedSuotaBinaryInfo delegate method. Reachability will be checked just before calling the sendBinaryDownloadRequest method.,Organization
we need to use alamofire wrapper. Need to cherry-pick Alamofire wrapper CLs from dev_gearfit to dev_gears. Do it in next CL.,Organization
"Those part should not be called from this function. This function only check is weather update available or not and based on this will send notification. 
When UI gets that notification that time UI will call installWeatherApp method. So that part should be called from installWeatherApp.",Organization
ok I am removing this function.,Organization
"According to iOS developer guide, Each call to this method is always preceded by a call to the tableView:dragSessionWillBegin: method. 
Did we implement tableView:dragSessionWillBegin: too? Also the logic to maintain the boolean variable ""needToLoadDraggedCell"" is not clear. On which tableview delegate methods we need to set the variable's value. How did you figure out this. What if we need to add a new tableview delegate? At that time, what should be the value of ""needToLoadDraggedCell""? Also, did you check, if cellForRowAtIndexPath is calling after each drag and drop without your change?
Lastly, is the issue root cause is properly identified?",Organization
